80086603257,92.7
58061881992,410.23
60742710646,165.1
73071262695,86.72
47692409484,120.29
19436586418,437.58
52194779417,374.3
63459970384,65.81
91445148736,171.46
77904284886,197.93
20982698506,478.78
14262962400,470.6
45846274730,131.34
78386843080,334.34
97083541564,68.89
29531732803,92.12
37398908933,303.42
78877547696,185.16
50645668500,220.91
48326404083,288.79
45624886590,491.06
35387297659,400.73
75599948174,349
78632125614,88.44
47844239746,134.05
77247032998,114.96
81345689684,349.62
34778010161,119.86
63849091306,222.11
12607190241,488.9
49782843771,428.28
94386506131,478.26
74264196696,172.29
54657931972,53.02
94082673239,284.15
41714147515,371.8
82114697896,88.27
45414518050,275.81
89101528690,129.45
11052634867,279.46
16679625155,316.01
29894530975,177
42595580809,337.19
97721449700,374.52
85676814933,472.82
45500388009,85.72
60084662897,343.62
92198137479,132.61
20414189784,154.05
73504737900,316.28
98511752835,279.75
31699850432,348.23
46971600902,315.8
93116822327,96.96
96288361048,169.99
85320649126,229.59
31688457368,390.65
16406082281,41.17
26053319452,415.64
80304504531,328.04
79945510737,18.24
73198890678,294.4
83527938070,175.55
27996713787,285.32
56741951589,362.95
89600747675,225.17
97670945723,167.44
53964386481,249.67
78293429123,346.78
56941106926,153.87
39942984762,339.06
78453396162,319.99
12102966925,247.19
23902623108,129.34
66360093462,300.87
22923413978,26.34
91813726356,496.73
79660556031,169.84
89715039341,368.86
54509027795,144.44
97518491684,174.39
30834161590,182.42
43749217740,39.69
72749081999,72.09
17565229942,96.74
25806131428,462.72
25754149456,208.98
47667467338,66.35
78912029184,101.19
55014430967,255.68
21653476490,447.83
99028505683,351.44
43207841257,63.48
86211910647,327.17
49754853037,172.92
66250868997,459.69
44357833833,406.55
52996114135,356.17
98430069120,80.94
79279669271,160.47
93841881341,339.31
50451377480,207.63
36501627883,269.62
98413056329,465.03
80721149882,309.99
35725473380,287.42
30589770643,34.18
10725245012,469.62
99846389409,171.27
80691186993,212.44
60455042384,411.04
91852559486,213.38
33677035833,332.13
80417923145,451.12
83161704739,138.18
32717975619,282.9
93560724321,214.59
85174076341,402.96
66972110620,315.84
23947789709,91.03
45732325785,143.18
13644588382,88.9
45374629474,180.28
36435279578,94.01
61701950442,368.84
89109693751,218.91
69486611974,48.56
79728962419,188.06
29581154277,270.14
77088468435,387.85
80135146857,152.82
64975964145,144.14
19305264676,380.03
10331380511,26.26
21803690194,258.81
53155983478,198.02
23662894620,258.28
71984802643,498.69
91808792895,155.52
52723777028,311.65
39062218069,366.78
10815408616,399.14
86018967876,309.85
80878558271,161.36
87279153701,7.83
96631805204,140.37
21463276911,203.95
21785024477,88.69
33892060606,53.86
18647661318,371.89
44518416157,111.11
93271738793,70.29
34062244507,131.34
63408921960,90.01
92691166768,320.92
80354298438,224.92
63333706961,121.1
92628068033,22.74
14593918745,94.03
49545832475,477.54
68343183515,302.62
19724868659,481.87
52838520327,412.88
61173080380,243.2
25395831503,201.19
58031083490,375.4
95815316319,395.69
19954229677,376.62
70175897821,192.78
80565574029,464.34
45780401816,58.16
93318837272,157.56
24630425670,184.27
47070275009,229.83
51171036119,439.67
25920342321,246.2
49055726181,214.19
24469092793,388.65
67509059973,459.06
88582339003,348.41
83029548142,112.64
36920354445,158.6
34881546636,228.65
99251196972,276.16
15272443130,418.13
54692636679,328.2
54329278071,434.81
72779784502,175.04
94954063026,73.91
43305721143,30.16
47704178384,288.15
23399415704,417.83
54557403871,16.55
90383790314,352.28
38550538650,457.21
54164804326,30.57
82098832416,125.51
71421480587,45.29
20916541639,325.84
31041775880,26.19
74544798652,124.03
80338717383,103.13
86858089601,356.02
56473330846,169.41
63722736435,409.05
89769399574,398.05
34915330624,295.98
10524677126,486.33
40757427716,440.29
86703064587,349.95
24758731187,445.97
66530474928,262.22
22910714124,237.57
83000132016,297.74
78544523666,183.31
81872379943,341.95
18018991436,219.18
57153100980,318.94
78960748102,452.44
94826604176,258.61
70527547803,63.92
51776581489,212.89
97812406015,445.91
84205484114,68.48
17419886092,494.82
14554583749,223.02
62703427777,237.67
87119125960,262.49
94835214349,363.47
21777515667,323.89
48573953707,181.55
13057760855,258.25
61016177842,160.42
16683591760,40.09
43619202524,454.5
23886373122,250.25
91657189666,89.39
32990820974,295.44
17062389868,206.81
39769658417,110.43
31200437628,120.78
49356590493,213.78
10634285938,379.59
10037731021,86.83
40605839861,483.62
77995944330,105.17
78027324934,363.61
46309410943,243.24
97451194861,363.87
93121511279,75.29
53225198982,303.04
61035549900,419.77
94355198671,151.9
88699306706,289.79
22557527860,492.47
25364387962,471.04
24763711028,422.42
67606054618,410.42
99129638598,476.46
22139102427,156.23
56704517268,435.76
78281679593,95.09
79474475632,137.01
46072741656,313.92
83714193966,321.14
64868983617,220.33
87587001036,246.24
71858052854,353.2
85850626683,240.07
87747890608,141.06
88016081424,169.15
41345397873,132.24
16570914448,230.18
15405334392,350.18
11398876755,124.31
26464336133,475.83
27654058579,99
98301710008,338.55
50099660038,149.45
50652591661,403.81
47006077672,170.7
